Date,Origin,Dest,Depart,Arrive,Hobbs,Flight Time,Flight Distance,Fuel,Fuel/hr,Fuel/nm,Altitude,Speed
"Tue, Dec 20, 2016",KBED,KBED,10:50,10:57,0.12 hrs,0.00 hrs,0.00 nm,0.25 gal,2.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Dec 14, 2016",KPNE,KBED,17:14,18:50,1.51 hrs,1.21 hrs,234.34 nm,24.52 gal,16.22 gal/hr,0.10 gal/nm,7617 msl,184 kts
"Wed, Dec 14, 2016",KBED,KPNE,11:00,12:58,1.85 hrs,1.58 hrs,223.44 nm,32.16 gal,17.35 gal/hr,0.14 gal/nm,8551 msl,133 kts
"Tue, Dec 6, 2016",KPWM,KBED,13:25,14:22,0.92 hrs,0.72 hrs,107.24 nm,12.90 gal,14.02 gal/hr,0.12 gal/nm,4515 msl,143 kts
"Tue, Dec 6, 2016",KBED,KPWM,11:12,11:51,0.62 hrs,0.52 hrs,83.55 nm,10.23 gal,16.55 gal/hr,0.12 gal/nm,3518 msl,152 kts
"Tue, Dec 6, 2016",,,10:54,10:55,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Dec 3, 2016",KACK,KBED,16:14,17:16,0.99 hrs,0.70 hrs,96.82 nm,14.05 gal,14.21 gal/hr,0.15 gal/nm,4030 msl,132 kts
"Sat, Dec 3, 2016",KBED,KACK,13:04,14:04,0.77 hrs,0.55 hrs,101.07 nm,5.81 gal,7.59 gal/hr,0.06 gal/nm,5017 msl,177 kts
"Thu, Dec 1, 2016",KBED,KBED,19:42,21:06,1.35 hrs,0.88 hrs,123.81 nm,14.69 gal,10.88 gal/hr,0.12 gal/nm,3597 msl,134 kts
"Thu, Dec 1, 2016",,,19:26,19:26,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Nov 27, 2016",,,18:50,18:51,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Nov 27, 2016",KHPN,KBED,17:09,18:49,1.6 hrs,0.98 hrs,159.21 nm,18.72 gal,11.73 gal/hr,0.12 gal/nm,9013 msl,157 kts
"Sun, Nov 27, 2016",KBED,KHPN,14:19,16:49,1.45 hrs,1.00 hrs,163.07 nm,20.19 gal,13.97 gal/hr,0.12 gal/nm,8017 msl,156 kts
"Sun, Nov 27, 2016",KBED,KBED,14:13,14:15,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Nov 27, 2016",,,14:02,14:02,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Nov 25, 2016",KPWM,KBED,11:50,12:44,0.86 hrs,0.68 hrs,99.72 nm,13.38 gal,15.49 gal/hr,0.13 gal/nm,6013 msl,141 kts
"Fri, Nov 25, 2016",KBED,KPWM,09:58,10:48,0.8 hrs,0.60 hrs,102.07 nm,11.35 gal,14.21 gal/hr,0.11 gal/nm,7017 msl,164 kts
"Fri, Nov 25, 2016",,,09:53,09:55,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Nov 23, 2016",KBTV,KBED,15:03,16:11,1.1 hrs,0.87 hrs,160.63 nm,16.34 gal,14.93 gal/hr,0.10 gal/nm,7013 msl,176 kts
"Wed, Nov 23, 2016",KBED,KBTV,08:19,09:45,1.36 hrs,1.07 hrs,153.25 nm,20.64 gal,15.22 gal/hr,0.13 gal/nm,8037 msl,137 kts
"Sat, Nov 19, 2016",KPVD,KBED,13:31,15:00,1.41 hrs,1.12 hrs,168.03 nm,18.54 gal,13.17 gal/hr,0.11 gal/nm,3014 msl,141 kts
"Sat, Nov 19, 2016",,,13:24,13:24,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Nov 18, 2016",KHVN,KPVD,18:49,19:37,0.78 hrs,0.54 hrs,74.82 nm,8.56 gal,10.93 gal/hr,0.11 gal/nm,7011 msl,134 kts
"Fri, Nov 18, 2016",,,18:43,18:44,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Nov 18, 2016",KBLM,KHVN,17:22,18:23,0.97 hrs,0.69 hrs,105.74 nm,12.42 gal,12.80 gal/hr,0.12 gal/nm,5028 msl,145 kts
"Fri, Nov 18, 2016",N67,KBLM,16:37,17:16,0.65 hrs,0.39 hrs,60.13 nm,7.31 gal,11.30 gal/hr,0.12 gal/nm,3016 msl,152 kts
"Fri, Nov 18, 2016",,,16:28,16:29,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Nov 18, 2016",KBLM,N67,11:29,12:09,0.64 hrs,0.41 hrs,58.40 nm,7.15 gal,11.21 gal/hr,0.12 gal/nm,4010 msl,140 kts
"Fri, Nov 18, 2016",KHVN,KBLM,10:24,11:14,0.77 hrs,0.57 hrs,97.85 nm,9.94 gal,12.88 gal/hr,0.10 gal/nm,6008 msl,160 kts
"Fri, Nov 18, 2016",KPVD,KHVN,09:22,10:06,0.7 hrs,0.48 hrs,78.61 nm,8.50 gal,12.20 gal/hr,0.11 gal/nm,6032 msl,159 kts
"Fri, Nov 18, 2016",,,09:16,09:16,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Nov 17, 2016",KBED,KPVD,17:09,17:47,0.61 hrs,0.30 hrs,49.17 nm,6.07 gal,9.92 gal/hr,0.12 gal/nm,3010 msl,153 kts
"Thu, Nov 17, 2016",,,16:57,16:58,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Nov 12, 2016",KLNS,KBED,16:19,18:13,1.81 hrs,1.62 hrs,287.67 nm,30.80 gal,17.01 gal/hr,0.11 gal/nm,5515 msl,170 kts
"Sat, Nov 12, 2016",,,15:58,15:59,0.02 hrs,0.00 hrs,0.00 nm,0.01 gal,0.63 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Nov 12, 2016",KBED,KLNS,10:04,12:13,2.05 hrs,1.75 hrs,289.15 nm,17.82 gal,8.71 gal/hr,0.06 gal/nm,6555 msl,157 kts
"Fri, Nov 11, 2016",KBED,KBED,15:00,15:13,0.21 hrs,0.00 hrs,0.00 nm,0.47 gal,2.27 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Nov 11, 2016",KBED,KBED,14:52,14:54,0.03 hrs,0.00 hrs,0.00 nm,0.07 gal,2.29 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Nov 11, 2016",,,08:12,08:13,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Nov 9, 2016",,,20:55,20:56,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Nov 9, 2016",KBTV,KBED,19:35,20:54,1.26 hrs,0.86 hrs,152.20 nm,15.02 gal,11.97 gal/hr,0.10 gal/nm,9018 msl,168 kts
"Wed, Nov 9, 2016",KBTV,KBTV,19:24,19:25,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Nov 9, 2016",KBED,KBTV,14:06,15:31,1.34 hrs,1.04 hrs,151.08 nm,17.36 gal,12.94 gal/hr,0.11 gal/nm,8090 msl,138 kts
"Wed, Nov 9, 2016",,,13:50,13:52,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Nov 9, 2016",,,11:19,11:20,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Nov 9, 2016",,,08:50,08:50,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Nov 9, 2016",,,08:45,08:45,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Nov 8, 2016",KPVD,KBED,11:31,12:13,0.67 hrs,0.42 hrs,60.71 nm,7.15 gal,10.62 gal/hr,0.12 gal/nm,3131 msl,136 kts
"Tue, Nov 8, 2016",,,11:20,11:20,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Nov 7, 2016",KHVN,KPVD,18:13,19:01,0.77 hrs,0.54 hrs,76.51 nm,9.56 gal,12.36 gal/hr,0.12 gal/nm,7011 msl,137 kts
"Mon, Nov 7, 2016",KTEB,KHVN,17:06,18:08,0.94 hrs,0.47 hrs,73.45 nm,10.13 gal,10.84 gal/hr,0.14 gal/nm,6011 msl,137 kts
"Mon, Nov 7, 2016",,,17:00,17:00,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Nov 7, 2016",KHVN,KTEB,09:42,10:40,0.91 hrs,0.68 hrs,114.64 nm,12.45 gal,13.66 gal/hr,0.11 gal/nm,6013 msl,159 kts
"Mon, Nov 7, 2016",,,09:04,09:05,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Nov 7, 2016",KPVD,KHVN,08:30,09:29,0.9 hrs,0.65 hrs,106.34 nm,2.40 gal,2.66 gal/hr,0.02 gal/nm,6027 msl,157 kts
"Sat, Nov 5, 2016",KBED,KPVD,17:45,18:24,0.6 hrs,0.31 hrs,48.46 nm,6.31 gal,10.52 gal/hr,0.13 gal/nm,4029 msl,146 kts
"Sat, Nov 5, 2016",,,17:39,17:39,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Nov 4, 2016",,,15:48,15:48,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Nov 4, 2016",KACK,KBED,14:24,15:38,1.15 hrs,0.69 hrs,108.11 nm,15.70 gal,13.65 gal/hr,0.15 gal/nm,4011 msl,146 kts
"Fri, Nov 4, 2016",KBED,KACK,11:30,12:58,1.42 hrs,0.94 hrs,146.59 nm,18.70 gal,13.14 gal/hr,0.13 gal/nm,5020 msl,151 kts
"Fri, Nov 4, 2016",,,11:00,11:01,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Nov 4, 2016",,,10:57,10:57,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Nov 3, 2016",KBED,KBED,15:54,16:37,0.68 hrs,0.27 hrs,38.24 nm,5.91 gal,8.67 gal/hr,0.15 gal/nm,2035 msl,134 kts
"Tue, Nov 1, 2016",KRUT,KBED,13:23,14:35,1.12 hrs,0.85 hrs,144.91 nm,17.72 gal,15.80 gal/hr,0.12 gal/nm,9013 msl,158 kts
"Tue, Nov 1, 2016",KRUT,KRUT,13:10,13:10,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Nov 1, 2016",KBED,KRUT,09:43,11:10,1.39 hrs,0.96 hrs,153.89 nm,19.57 gal,14.06 gal/hr,0.13 gal/nm,8012 msl,152 kts
"Tue, Nov 1, 2016",,,09:16,09:17,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Oct 30, 2016",,,16:34,16:35,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Oct 30, 2016",KBED,KBED,16:15,16:24,0.15 hrs,0.00 hrs,0.00 nm,0.30 gal,2.01 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Oct 30, 2016",CYOO,KBED,13:54,16:14,2.23 hrs,1.85 hrs,366.06 nm,35.42 gal,15.91 gal/hr,0.10 gal/nm,7010 msl,190 kts
"Sun, Oct 30, 2016",CNK4,CYOO,11:47,12:51,1.03 hrs,0.71 hrs,115.80 nm,13.20 gal,12.79 gal/hr,0.11 gal/nm,5011 msl,157 kts
"Sun, Oct 30, 2016",CNK4,CNK4,11:32,11:33,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Oct 29, 2016",CNK4,CNK4,14:24,14:26,0.03 hrs,0.00 hrs,0.00 nm,0.06 gal,1.96 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Oct 29, 2016",CYKF,CNK4,12:30,14:08,1.56 hrs,1.23 hrs,176.99 nm,21.42 gal,13.75 gal/hr,0.12 gal/nm,5012 msl,137 kts
"Sat, Oct 29, 2016",KROC,CYKF,09:25,10:52,1.36 hrs,1.01 hrs,125.30 nm,19.45 gal,14.30 gal/hr,0.16 gal/nm,6008 msl,117 kts
"Sat, Oct 29, 2016",KROC,KROC,09:13,09:14,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Oct 28, 2016",KBED,KROC,17:33,20:03,2.4 hrs,1.90 hrs,299.60 nm,37.58 gal,15.66 gal/hr,0.13 gal/nm,8115 msl,151 kts
"Fri, Oct 28, 2016",,,17:20,17:22,0.04 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Oct 28, 2016",,,17:03,17:06,0.04 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Oct 26, 2016",,,14:56,14:56,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Oct 26, 2016",KPSM,KBED,14:19,14:54,0.56 hrs,0.33 hrs,49.67 nm,6.23 gal,11.09 gal/hr,0.13 gal/nm,3037 msl,144 kts
"Wed, Oct 26, 2016",,,14:14,14:15,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Oct 26, 2016",KPSM,KPSM,11:51,11:56,0.09 hrs,0.00 hrs,0.00 nm,0.23 gal,2.47 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Oct 26, 2016",CYTZ,KPSM,09:10,11:41,2.41 hrs,2.12 hrs,393.78 nm,31.76 gal,13.16 gal/hr,0.08 gal/nm,11008 msl,178 kts
"Wed, Oct 26, 2016",,,08:35,08:35,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Oct 24, 2016",KPSM,CYTZ,16:39,19:53,3.09 hrs,2.84 hrs,386.32 nm,44.15 gal,14.31 gal/hr,0.11 gal/nm,10136 msl,130 kts
"Mon, Oct 24, 2016",KBED,KPSM,15:19,15:54,0.58 hrs,0.28 hrs,43.92 nm,5.54 gal,9.61 gal/hr,0.13 gal/nm,3019 msl,150 kts
"Mon, Oct 24, 2016",,,14:51,14:52,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Oct 20, 2016",KBED,KBED,10:49,12:34,1.69 hrs,0.95 hrs,136.38 nm,18.59 gal,11.01 gal/hr,0.14 gal/nm,4056 msl,139 kts
"Thu, Oct 20, 2016",KBED,KBED,10:10,10:11,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Oct 20, 2016",KBED,KBED,10:00,10:02,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Oct 16, 2016",,,13:37,13:37,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Oct 16, 2016",KPVD,KBED,12:40,13:35,0.87 hrs,0.59 hrs,92.62 nm,10.18 gal,11.72 gal/hr,0.11 gal/nm,3014 msl,149 kts
"Sun, Oct 16, 2016",,,12:18,12:18,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Oct 15, 2016",KFOK,KPVD,19:14,20:02,0.76 hrs,0.48 hrs,78.70 nm,8.51 gal,11.18 gal/hr,0.11 gal/nm,7039 msl,158 kts
"Sat, Oct 15, 2016",,,19:09,19:09,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Oct 15, 2016",0B5,KFOK,16:38,17:32,0.84 hrs,0.71 hrs,112.06 nm,12.45 gal,14.79 gal/hr,0.11 gal/nm,4517 msl,150 kts
"Sat, Oct 15, 2016",,,16:32,16:33,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Oct 15, 2016",KFOK,0B5,10:23,11:16,0.85 hrs,0.71 hrs,110.72 nm,11.93 gal,14.12 gal/hr,0.11 gal/nm,5513 msl,148 kts
"Sat, Oct 15, 2016",KBED,KFOK,09:10,10:16,1.05 hrs,0.79 hrs,130.20 nm,13.54 gal,12.90 gal/hr,0.10 gal/nm,6008 msl,156 kts
"Sat, Oct 15, 2016",,,09:01,09:01,0.01 hrs,0.00 hrs,0.00 nm,0.01 gal,0.57 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Oct 14, 2016",KACK,KBED,16:54,17:57,1.01 hrs,0.66 hrs,102.53 nm,12.35 gal,12.20 gal/hr,0.12 gal/nm,4016 msl,148 kts
"Fri, Oct 14, 2016",KACK,KACK,16:48,16:51,0.05 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Oct 14, 2016",KACK,KACK,16:39,16:44,0.09 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Oct 14, 2016",KBED,KACK,13:16,14:27,1.15 hrs,0.70 hrs,118.12 nm,14.85 gal,12.91 gal/hr,0.13 gal/nm,5009 msl,162 kts
"Fri, Oct 14, 2016",KBED,KBED,12:54,12:57,0.04 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Oct 14, 2016",,,11:22,11:24,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Oct 14, 2016",,,11:00,11:04,0.07 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Oct 11, 2016",KACK,KBED,15:05,15:50,0.72 hrs,0.56 hrs,94.02 nm,11.25 gal,15.62 gal/hr,0.12 gal/nm,4518 msl,160 kts
"Tue, Oct 11, 2016",KBED,KACK,09:49,10:34,0.71 hrs,0.58 hrs,97.55 nm,11.79 gal,16.57 gal/hr,0.12 gal/nm,5508 msl,158 kts
"Sun, Oct 9, 2016",KBTV,KBED,15:03,16:23,1.28 hrs,0.94 hrs,158.47 nm,19.21 gal,15.01 gal/hr,0.12 gal/nm,9006 msl,161 kts
"Sun, Oct 9, 2016",CYHU,KBTV,14:01,14:50,0.78 hrs,0.46 hrs,76.42 nm,9.64 gal,12.34 gal/hr,0.13 gal/nm,4009 msl,160 kts
"Sun, Oct 9, 2016",,,13:56,13:57,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Oct 6, 2016",KBED,CYHU,12:33,14:27,1.82 hrs,1.33 hrs,222.64 nm,27.20 gal,14.95 gal/hr,0.12 gal/nm,8016 msl,159 kts
"Thu, Oct 6, 2016",KBED,KBED,12:16,12:21,0.07 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Oct 5, 2016",,,15:28,15:28,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Oct 5, 2016",,,15:10,15:12,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Oct 4, 2016",KPWM,KBED,14:14,14:54,0.64 hrs,0.48 hrs,84.22 nm,9.93 gal,15.47 gal/hr,0.12 gal/nm,4512 msl,167 kts
"Tue, Oct 4, 2016",KBED,KPWM,11:41,12:30,0.78 hrs,0.55 hrs,84.59 nm,10.99 gal,14.06 gal/hr,0.13 gal/nm,7037 msl,147 kts
"Tue, Oct 4, 2016",,,11:35,11:35,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Sep 30, 2016",KPWM,KBED,12:42,13:36,0.86 hrs,0.67 hrs,105.89 nm,12.71 gal,14.75 gal/hr,0.12 gal/nm,6015 msl,154 kts
"Fri, Sep 30, 2016",KBED,KPWM,09:50,11:21,1.44 hrs,1.08 hrs,177.99 nm,21.16 gal,14.66 gal/hr,0.12 gal/nm,7015 msl,155 kts
"Sat, Sep 24, 2016",KBED,KBED,17:32,18:49,1.27 hrs,0.86 hrs,89.30 nm,13.73 gal,10.85 gal/hr,0.15 gal/nm,1564 msl,102 kts
"Sat, Sep 24, 2016",KBID,KBED,15:56,16:51,0.85 hrs,0.62 hrs,97.09 nm,12.26 gal,14.50 gal/hr,0.13 gal/nm,3017 msl,145 kts
"Sat, Sep 24, 2016",KBED,KBID,12:49,13:49,0.96 hrs,0.61 hrs,94.50 nm,11.28 gal,11.70 gal/hr,0.12 gal/nm,6015 msl,150 kts
"Sat, Sep 24, 2016",,,11:57,11:58,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Sep 22, 2016",KTEB,KBED,17:21,19:01,1.61 hrs,0.97 hrs,163.85 nm,17.79 gal,11.09 gal/hr,0.11 gal/nm,5527 msl,161 kts
"Thu, Sep 22, 2016",KBED,KTEB,15:31,16:55,1.35 hrs,1.03 hrs,163.75 nm,17.63 gal,13.03 gal/hr,0.11 gal/nm,4512 msl,154 kts
"Sat, Sep 17, 2016",KBED,KBED,12:24,13:56,1.47 hrs,1.14 hrs,164.09 nm,19.93 gal,13.54 gal/hr,0.12 gal/nm,4513 msl,137 kts
"Sat, Sep 17, 2016",KBED,KBED,12:13,12:13,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Sep 14, 2016",KBED,KBED,18:57,20:30,1.49 hrs,0.80 hrs,114.60 nm,16.82 gal,11.29 gal/hr,0.15 gal/nm,5015 msl,137 kts
"Wed, Sep 14, 2016",,,10:15,10:17,0.04 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Sep 12, 2016",,,11:49,11:49,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Sep 12, 2016",KBED,KBED,11:08,11:19,0.19 hrs,0.00 hrs,0.00 nm,1.01 gal,5.38 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Sep 6, 2016",,,15:40,15:42,0.04 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Sep 6, 2016",,,15:20,15:22,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Sep 6, 2016",,,13:50,13:51,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Sep 6, 2016",KBED,KBED,08:29,08:44,0.25 hrs,0.00 hrs,0.00 nm,1.13 gal,4.52 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Sep 4, 2016",KACK,KBED,09:03,09:55,0.83 hrs,0.61 hrs,99.37 nm,12.14 gal,14.60 gal/hr,0.12 gal/nm,4514 msl,154 kts
"Thu, Sep 1, 2016",KBED,KACK,18:06,18:59,0.85 hrs,0.62 hrs,106.51 nm,12.99 gal,15.22 gal/hr,0.12 gal/nm,7026 msl,164 kts
"Thu, Sep 1, 2016",KBED,KBED,17:49,17:51,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Sep 1, 2016",KBED,KBED,17:40,17:46,0.09 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Sep 1, 2016",KBED,KBED,17:35,17:38,0.05 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Sep 1, 2016",,,17:30,17:33,0.05 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Sep 1, 2016",KBED,KBED,17:24,17:27,0.06 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Sep 1, 2016",,,17:18,17:19,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Sep 1, 2016",,,17:15,17:16,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Sep 1, 2016",,,17:10,17:14,0.06 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Sep 1, 2016",,,17:08,17:08,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Aug 29, 2016",KPVD,KBED,15:49,16:24,0.56 hrs,0.34 hrs,47.90 nm,6.19 gal,11.12 gal/hr,0.13 gal/nm,3022 msl,132 kts
"Mon, Aug 29, 2016",KBTV,KPVD,14:16,15:39,1.29 hrs,1.02 hrs,195.78 nm,17.02 gal,13.17 gal/hr,0.09 gal/nm,9010 msl,178 kts
"Mon, Aug 29, 2016",,,14:07,14:07,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Aug 28, 2016",KPVD,KBTV,17:31,18:59,1.4 hrs,1.23 hrs,190.84 nm,20.54 gal,14.64 gal/hr,0.11 gal/nm,8007 msl,149 kts
"Sun, Aug 28, 2016",,,17:21,17:21,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Aug 27, 2016",KFOK,KPVD,20:53,21:44,0.84 hrs,0.59 hrs,84.19 nm,9.64 gal,11.45 gal/hr,0.11 gal/nm,7010 msl,139 kts
