Date,Origin,Dest,Depart,Arrive,Hobbs,Flight Time,Flight Distance,Fuel,Fuel/hr,Fuel/nm,Altitude,Speed
"Wed, May 17, 2017",KPWM,KBED,14:10,14:54,0.7 hrs,0.55 hrs,83.82 nm,11.09 gal,15.88 gal/hr,0.13 gal/nm,4532 msl,145 kts
"Wed, May 17, 2017",KASH,KPWM,12:14,12:48,0.53 hrs,0.43 hrs,78.10 nm,8.92 gal,16.83 gal/hr,0.11 gal/nm,5512 msl,170 kts
"Wed, May 17, 2017",KBED,KASH,10:06,11:27,0.33 hrs,0.16 hrs,24.17 nm,3.57 gal,10.82 gal/hr,0.15 gal/nm,2414 msl,142 kts
"Sun, May 7, 2017",KPWM,KBED,13:13,14:13,0.74 hrs,0.58 hrs,83.34 nm,11.29 gal,15.23 gal/hr,0.14 gal/nm,4515 msl,137 kts
"Sun, May 7, 2017",KBED,KPWM,11:21,11:59,0.6 hrs,0.47 hrs,88.35 nm,8.77 gal,14.66 gal/hr,0.10 gal/nm,7011 msl,179 kts
"Sun, May 7, 2017",KBED,KBED,11:17,11:21,0.07 hrs,0.00 hrs,0.00 nm,0.14 gal,1.95 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, May 7, 2017",KBED,KBED,10:54,10:56,0.04 hrs,0.00 hrs,0.00 nm,0.11 gal,2.64 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, May 7, 2017",,,10:40,10:40,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, May 7, 2017",KBED,KBED,10:39,10:39,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Apr 30, 2017",KTEB,KBED,10:14,11:25,1.11 hrs,0.90 hrs,173.57 nm,18.31 gal,16.54 gal/hr,0.11 gal/nm,7028 msl,182 kts
"Fri, Apr 28, 2017",KBED,KTEB,15:54,17:12,1.24 hrs,1.07 hrs,160.81 nm,20.60 gal,16.61 gal/hr,0.13 gal/nm,6513 msl,145 kts
"Wed, Apr 19, 2017",KHTO,KBED,13:20,14:08,0.77 hrs,0.61 hrs,110.25 nm,12.40 gal,16.14 gal/hr,0.11 gal/nm,5015 msl,172 kts
"Wed, Apr 19, 2017",KBED,KHTO,10:19,11:23,1 hrs,0.83 hrs,130.32 nm,16.72 gal,16.75 gal/hr,0.13 gal/nm,6014 msl,147 kts
"Mon, Apr 17, 2017",KASH,KBED,15:24,15:50,0.41 hrs,0.26 hrs,37.01 nm,5.19 gal,12.60 gal/hr,0.14 gal/nm,1935 msl,136 kts
"Mon, Apr 17, 2017",KPWM,KASH,14:42,15:21,0.63 hrs,0.49 hrs,76.40 nm,9.76 gal,15.58 gal/hr,0.13 gal/nm,4553 msl,151 kts
"Mon, Apr 17, 2017",KASH,KPWM,12:05,12:45,0.64 hrs,0.48 hrs,79.42 nm,9.40 gal,14.81 gal/hr,0.12 gal/nm,5555 msl,160 kts
"Mon, Apr 17, 2017",KBED,KASH,11:39,11:57,0.29 hrs,0.18 hrs,22.71 nm,3.57 gal,12.51 gal/hr,0.16 gal/nm,2536 msl,119 kts
"Mon, Apr 17, 2017",KBED,KBED,11:20,11:27,0.11 hrs,0.00 hrs,0.00 nm,0.27 gal,2.50 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Apr 14, 2017",KBED,KBED,12:59,13:05,0.11 hrs,0.00 hrs,0.00 nm,0.31 gal,2.91 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Apr 12, 2017",,,11:44,11:45,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Apr 11, 2017",KBED,KBED,14:32,14:42,0.17 hrs,0.00 hrs,0.00 nm,0.51 gal,2.97 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Apr 8, 2017",KTEB,KBED,16:39,17:53,1.18 hrs,0.92 hrs,160.06 nm,18.30 gal,15.46 gal/hr,0.11 gal/nm,5526 msl,165 kts
"Thu, Apr 6, 2017",KBED,KTEB,08:49,11:35,1.71 hrs,1.49 hrs,214.22 nm,32.01 gal,18.70 gal/hr,0.15 gal/nm,6014 msl,139 kts
"Thu, Apr 6, 2017",KBED,KBED,08:44,09:43,0.02 hrs,0.00 hrs,0.00 nm,0.09 gal,3.97 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Apr 3, 2017",KHVN,KBED,17:03,18:10,1.08 hrs,0.75 hrs,120.53 nm,12.99 gal,12.01 gal/hr,0.11 gal/nm,5012 msl,154 kts
"Mon, Apr 3, 2017",KSBY,KHVN,15:22,16:56,1.49 hrs,1.23 hrs,222.71 nm,20.78 gal,13.98 gal/hr,0.09 gal/nm,5083 msl,171 kts
"Mon, Apr 3, 2017",,,15:13,15:14,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Apr 3, 2017",,,14:52,14:53,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Apr 3, 2017",KHVN,KSBY,09:28,11:10,1.63 hrs,1.45 hrs,223.52 nm,23.57 gal,14.43 gal/hr,0.11 gal/nm,6036 msl,148 kts
"Mon, Apr 3, 2017",KPVD,KHVN,08:34,09:20,0.75 hrs,0.52 hrs,75.52 nm,9.27 gal,12.36 gal/hr,0.12 gal/nm,6014 msl,142 kts
"Mon, Apr 3, 2017",,,08:25,08:25,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Apr 2, 2017",KPSM,KPVD,15:50,16:47,0.92 hrs,0.71 hrs,113.80 nm,11.65 gal,12.71 gal/hr,0.10 gal/nm,8011 msl,155 kts
"Sun, Apr 2, 2017",KIGX,KPSM,10:59,15:12,4.03 hrs,3.79 hrs,592.29 nm,55.68 gal,13.83 gal/hr,0.09 gal/nm,9011 msl,149 kts
"Sun, Apr 2, 2017",,,10:49,10:50,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Apr 1, 2017",KIGX,KIGX,11:57,11:59,0.03 hrs,0.00 hrs,0.00 nm,0.05 gal,1.98 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Apr 1, 2017",KROA,KIGX,10:47,11:49,1 hrs,0.63 hrs,110.71 nm,11.71 gal,11.71 gal/hr,0.11 gal/nm,9011 msl,167 kts
"Sat, Apr 1, 2017",,,10:33,10:33,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Mar 30, 2017",KPSM,KROA,16:24,21:06,4.43 hrs,4.25 hrs,638.61 nm,64.96 gal,14.67 gal/hr,0.10 gal/nm,8018 msl,142 kts
"Thu, Mar 30, 2017",KPSM,KPSM,15:25,15:35,0.16 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Mar 30, 2017",,,15:16,15:16,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Mar 30, 2017",KPVD,KPSM,13:51,14:47,0.89 hrs,0.60 hrs,88.85 nm,11.17 gal,12.53 gal/hr,0.13 gal/nm,7009 msl,140 kts
"Thu, Mar 30, 2017",,,13:46,13:46,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Mar 30, 2017",,,09:05,09:06,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Mar 30, 2017",KPVD,KPVD,09:03,09:04,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Mar 29, 2017",,,20:57,20:57,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Mar 29, 2017",,,20:32,20:33,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Mar 29, 2017",KPVD,KPVD,19:49,20:30,0.66 hrs,0.26 hrs,27.43 nm,4.87 gal,7.34 gal/hr,0.18 gal/nm,1180 msl,101 kts
"Wed, Mar 29, 2017",,,19:40,19:40,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Mar 25, 2017",KSAV,KPVD,12:07,16:52,4.47 hrs,4.22 hrs,776.77 nm,62.84 gal,14.05 gal/hr,0.08 gal/nm,9018 msl,173 kts
"Sat, Mar 25, 2017",,,12:02,12:02,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Mar 24, 2017",KAPF,KSAV,10:08,13:04,2.81 hrs,2.37 hrs,377.75 nm,36.80 gal,13.12 gal/hr,0.10 gal/nm,8064 msl,151 kts
"Fri, Mar 24, 2017",,,10:00,10:00,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Mar 18, 2017",KGNV,KAPF,16:05,17:44,1.57 hrs,1.35 hrs,227.53 nm,20.39 gal,13.03 gal/hr,0.09 gal/nm,9009 msl,160 kts
"Sat, Mar 18, 2017",,,15:51,15:51,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Mar 18, 2017",KGNV,KGNV,15:07,15:13,0.1 hrs,0.00 hrs,0.00 nm,0.56 gal,5.58 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Mar 18, 2017",KSSI,KGNV,09:47,10:43,0.91 hrs,0.68 hrs,99.12 nm,10.26 gal,11.26 gal/hr,0.10 gal/nm,6515 msl,142 kts
"Sat, Mar 18, 2017",KMYR,KSSI,07:12,09:06,1.82 hrs,1.56 hrs,230.51 nm,23.18 gal,12.76 gal/hr,0.10 gal/nm,10027 msl,142 kts
"Sat, Mar 18, 2017",,,07:05,07:05,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Mar 17, 2017",KPVD,KMYR,16:14,20:37,4.18 hrs,3.89 hrs,619.46 nm,61.82 gal,14.79 gal/hr,0.10 gal/nm,6089 msl,152 kts
"Fri, Mar 17, 2017",,,16:06,16:06,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Mar 16, 2017",KBED,KPVD,10:05,11:40,0.57 hrs,0.32 hrs,48.81 nm,21.52 gal,37.87 gal/hr,0.44 gal/nm,3072 msl,146 kts
"Thu, Mar 16, 2017",,,09:34,09:35,0.02 hrs,0.00 hrs,0.00 nm,0.03 gal,1.65 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Mar 16, 2017",,,09:17,09:17,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.49 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Mar 16, 2017",KBED,KBED,09:10,09:12,0.04 hrs,0.00 hrs,0.00 nm,0.01 gal,0.23 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Mar 16, 2017",,,09:03,09:03,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Mar 10, 2017",KBED,KBED,19:37,19:41,0.05 hrs,0.00 hrs,0.00 nm,0.09 gal,1.74 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Mar 10, 2017",KMMU,KBED,18:23,19:37,1.18 hrs,1.07 hrs,186.21 nm,20.27 gal,17.13 gal/hr,0.11 gal/nm,7020 msl,168 kts
"Fri, Mar 10, 2017",KMMU,KMMU,18:11,18:22,0.17 hrs,0.00 hrs,0.00 nm,0.59 gal,3.54 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Mar 10, 2017",KBED,KMMU,07:20,08:43,1.33 hrs,1.08 hrs,181.76 nm,21.53 gal,16.19 gal/hr,0.12 gal/nm,6027 msl,162 kts
"Wed, Mar 8, 2017",KTEB,KBED,15:55,16:59,1.01 hrs,0.82 hrs,161.88 nm,16.46 gal,16.35 gal/hr,0.10 gal/nm,5529 msl,189 kts
"Wed, Mar 8, 2017",KBED,KTEB,07:37,09:02,1.37 hrs,1.17 hrs,161.96 nm,22.96 gal,16.80 gal/hr,0.14 gal/nm,6091 msl,133 kts
"Sun, Mar 5, 2017",KIJD,KBED,14:01,14:35,0.56 hrs,0.42 hrs,63.91 nm,8.45 gal,15.13 gal/hr,0.13 gal/nm,5514 msl,147 kts
"Sun, Mar 5, 2017",KBED,KIJD,09:38,10:05,0.44 hrs,0.37 hrs,64.24 nm,7.04 gal,15.95 gal/hr,0.11 gal/nm,4566 msl,168 kts
"Sun, Mar 5, 2017",KBED,KBED,09:31,09:37,0.1 hrs,0.00 hrs,0.00 nm,0.34 gal,3.39 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Mar 4, 2017",KBED,KBED,13:14,13:40,0.42 hrs,0.25 hrs,24.71 nm,3.81 gal,8.99 gal/hr,0.15 gal/nm,1302 msl,97 kts
"Fri, Feb 24, 2017",KBED,KBED,17:05,17:10,0.07 hrs,0.00 hrs,0.00 nm,0.24 gal,3.42 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Feb 23, 2017",KOWD,KBED,16:19,16:38,0.29 hrs,0.15 hrs,22.47 nm,3.06 gal,10.49 gal/hr,0.14 gal/nm,2363 msl,145 kts
"Thu, Feb 23, 2017",KPWM,KOWD,15:22,16:16,0.86 hrs,0.70 hrs,99.29 nm,14.21 gal,16.59 gal/hr,0.14 gal/nm,4584 msl,133 kts
"Thu, Feb 23, 2017",KASH,KPWM,13:03,13:35,0.5 hrs,0.39 hrs,76.54 nm,7.94 gal,15.94 gal/hr,0.10 gal/nm,5513 msl,185 kts
"Thu, Feb 23, 2017",KBED,KASH,11:18,12:01,0.68 hrs,0.47 hrs,55.71 nm,7.51 gal,11.05 gal/hr,0.13 gal/nm,2040 msl,112 kts
"Mon, Feb 20, 2017",KJGG,KBED,10:22,13:39,3.12 hrs,2.82 hrs,412.42 nm,44.05 gal,14.10 gal/hr,0.11 gal/nm,7012 msl,139 kts
"Mon, Feb 20, 2017",,,10:18,10:18,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Feb 19, 2017",KGAI,KJGG,10:16,11:31,1.2 hrs,0.98 hrs,167.78 nm,16.49 gal,13.70 gal/hr,0.10 gal/nm,7018 msl,165 kts
"Sun, Feb 19, 2017",,,10:10,10:10,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Feb 17, 2017",KPVD,KGAI,08:52,11:23,2.42 hrs,2.12 hrs,333.36 nm,34.71 gal,14.36 gal/hr,0.10 gal/nm,6098 msl,151 kts
"Fri, Feb 17, 2017",,,08:44,08:44,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Feb 14, 2017",KBED,KPVD,17:00,17:38,0.61 hrs,0.31 hrs,46.19 nm,6.06 gal,9.97 gal/hr,0.13 gal/nm,3010 msl,135 kts
"Tue, Feb 14, 2017",KBED,KBED,15:28,16:44,1.22 hrs,0.83 hrs,107.39 nm,13.58 gal,11.16 gal/hr,0.13 gal/nm,3667 msl,125 kts
"Tue, Feb 14, 2017",KBED,KBED,15:15,15:18,0.05 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Feb 11, 2017",KHVN,KBED,13:17,14:29,1.13 hrs,0.77 hrs,135.84 nm,15.51 gal,13.70 gal/hr,0.11 gal/nm,7013 msl,164 kts
"Sat, Feb 11, 2017",KBED,KHVN,10:44,11:48,1.02 hrs,0.83 hrs,105.96 nm,16.24 gal,16.00 gal/hr,0.15 gal/nm,6007 msl,121 kts
"Mon, Feb 6, 2017",KBED,KBED,14:01,14:46,0.7 hrs,0.49 hrs,51.18 nm,7.17 gal,10.24 gal/hr,0.14 gal/nm,1215 msl,96 kts
"Fri, Feb 3, 2017",KASH,KBED,15:09,15:27,0.28 hrs,0.18 hrs,26.00 nm,3.41 gal,12.31 gal/hr,0.13 gal/nm,2519 msl,137 kts
"Fri, Feb 3, 2017",KASH,KASH,15:02,15:08,0.11 hrs,0.00 hrs,0.00 nm,0.22 gal,2.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Feb 3, 2017",KPWM,KASH,14:15,14:55,0.63 hrs,0.50 hrs,76.00 nm,9.74 gal,15.38 gal/hr,0.13 gal/nm,4533 msl,142 kts
"Fri, Feb 3, 2017",KASH,KPWM,11:55,12:34,0.62 hrs,0.50 hrs,82.17 nm,9.26 gal,14.98 gal/hr,0.11 gal/nm,5513 msl,161 kts
"Fri, Feb 3, 2017",KBED,KASH,11:22,11:42,0.33 hrs,0.17 hrs,22.92 nm,3.20 gal,9.80 gal/hr,0.14 gal/nm,2069 msl,129 kts
"Thu, Feb 2, 2017",KASH,KBED,15:27,15:49,0.37 hrs,0.17 hrs,25.75 nm,3.47 gal,9.46 gal/hr,0.13 gal/nm,1741 msl,145 kts
"Thu, Feb 2, 2017",KASH,KASH,09:46,09:50,0.07 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Feb 2, 2017",,,08:48,08:49,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Jan 31, 2017",KASH,KASH,13:55,14:07,0.21 hrs,0.00 hrs,0.00 nm,1.84 gal,8.71 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Jan 31, 2017",KASH,KASH,13:19,13:46,0.47 hrs,0.00 hrs,0.00 nm,3.21 gal,6.87 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Jan 31, 2017",KASH,KASH,10:43,10:51,0.15 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Jan 27, 2017",,,13:04,13:04,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Jan 26, 2017",KASH,KASH,11:05,11:50,0.74 hrs,0.00 hrs,0.00 nm,4.96 gal,6.68 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Jan 19, 2017",KBED,KASH,13:38,14:06,0.44 hrs,0.19 hrs,24.70 nm,3.84 gal,8.65 gal/hr,0.16 gal/nm,1771 msl,130 kts
"Thu, Jan 19, 2017",,,13:35,13:35,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Jan 15, 2017",KHTO,KBED,15:40,16:30,0.8 hrs,0.68 hrs,105.35 nm,13.18 gal,16.41 gal/hr,0.13 gal/nm,5514 msl,150 kts
"Sun, Jan 15, 2017",KBED,KHTO,11:57,12:46,0.77 hrs,0.61 hrs,106.89 nm,11.48 gal,14.95 gal/hr,0.11 gal/nm,6511 msl,164 kts
"Sat, Jan 14, 2017",KASH,KBED,09:51,10:17,0.42 hrs,0.35 hrs,41.80 nm,4.45 gal,10.72 gal/hr,0.11 gal/nm,3519 msl,115 kts
"Sat, Jan 14, 2017",KCON,KMHT,09:20,09:41,0.32 hrs,0.25 hrs,35.94 nm,4.67 gal,14.45 gal/hr,0.13 gal/nm,3549 msl,137 kts
"Sat, Jan 14, 2017",KBED,KCON,07:52,09:20,1.4 hrs,1.04 hrs,143.60 nm,16.51 gal,11.78 gal/hr,0.11 gal/nm,4407 msl,132 kts
"Fri, Jan 13, 2017",KBED,KBED,15:56,16:01,0.08 hrs,0.00 hrs,0.00 nm,0.24 gal,2.99 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Jan 13, 2017",KHTO,KBED,14:56,15:45,0.78 hrs,0.66 hrs,104.04 nm,13.05 gal,16.83 gal/hr,0.13 gal/nm,5513 msl,150 kts
"Fri, Jan 13, 2017",KBED,KHTO,08:31,09:23,0.82 hrs,0.66 hrs,107.13 nm,13.26 gal,16.20 gal/hr,0.12 gal/nm,4542 msl,153 kts
"Thu, Jan 12, 2017",KTEB,KBED,19:53,21:10,1.18 hrs,0.89 hrs,181.10 nm,18.04 gal,15.31 gal/hr,0.10 gal/nm,7008 msl,191 kts
"Thu, Jan 12, 2017",KBED,KTEB,07:42,09:17,1.51 hrs,1.29 hrs,169.49 nm,25.77 gal,17.07 gal/hr,0.15 gal/nm,6035 msl,126 kts
"Sun, Jan 8, 2017",KWST,KBED,11:38,12:28,0.8 hrs,0.50 hrs,74.68 nm,9.22 gal,11.57 gal/hr,0.12 gal/nm,5009 msl,139 kts
"Sun, Jan 8, 2017",,,11:14,11:14,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Jan 2, 2017",KCHO,KWST,17:33,20:24,2.71 hrs,2.43 hrs,410.35 nm,37.37 gal,13.80 gal/hr,0.09 gal/nm,9043 msl,160 kts
"Mon, Jan 2, 2017",KCHS,KCHO,14:47,17:01,2.13 hrs,1.87 hrs,328.68 nm,27.56 gal,12.93 gal/hr,0.08 gal/nm,10027 msl,168 kts
"Mon, Jan 2, 2017",KMLB,KCHS,11:55,14:09,2.12 hrs,1.79 hrs,330.67 nm,27.82 gal,13.11 gal/hr,0.08 gal/nm,9036 msl,175 kts
"Mon, Jan 2, 2017",KFPR,KMLB,10:36,11:13,0.61 hrs,0.40 hrs,62.26 nm,7.06 gal,11.60 gal/hr,0.11 gal/nm,4020 msl,148 kts
"Mon, Jan 2, 2017",KAPF,KFPR,09:21,10:24,1.01 hrs,0.70 hrs,117.37 nm,12.76 gal,12.70 gal/hr,0.11 gal/nm,7054 msl,160 kts
"Mon, Jan 2, 2017",,,09:07,09:08,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Dec 31, 2016",KFXE,KAPF,13:26,14:36,1.12 hrs,0.74 hrs,113.36 nm,13.16 gal,11.81 gal/hr,0.12 gal/nm,8011 msl,147 kts
"Sat, Dec 31, 2016",MYCB,KFXE,11:09,13:05,1.8 hrs,1.64 hrs,294.05 nm,26.72 gal,14.85 gal/hr,0.09 gal/nm,8017 msl,168 kts
"Sat, Dec 31, 2016",MYE4,MYCB,10:29,10:47,0.29 hrs,0.16 hrs,20.23 nm,3.48 gal,11.95 gal/hr,0.17 gal/nm,2018 msl,121 kts
"Sat, Dec 31, 2016",,,10:07,10:07,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Dec 29, 2016",MYEF,MYE4,15:58,16:28,0.49 hrs,0.31 hrs,42.79 nm,5.79 gal,11.86 gal/hr,0.14 gal/nm,2017 msl,136 kts
"Thu, Dec 29, 2016",MYES,MYEF,14:53,15:29,0.59 hrs,0.41 hrs,60.85 nm,7.68 gal,13.05 gal/hr,0.13 gal/nm,2579 msl,145 kts
"Thu, Dec 29, 2016",,,14:49,14:49,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Dec 29, 2016",MYE4,MYES,09:21,09:57,0.59 hrs,0.42 hrs,64.16 nm,7.22 gal,12.34 gal/hr,0.11 gal/nm,2505 msl,147 kts
"Thu, Dec 29, 2016",,,08:35,08:35,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Dec 27, 2016",MYEH,MYE4,12:37,13:36,0.94 hrs,0.77 hrs,114.64 nm,15.75 gal,16.73 gal/hr,0.14 gal/nm,2006 msl,143 kts
"Tue, Dec 27, 2016",KMLB,MYEH,10:03,12:05,1.94 hrs,1.71 hrs,272.31 nm,25.15 gal,12.94 gal/hr,0.09 gal/nm,9010 msl,153 kts
"Tue, Dec 27, 2016",,,09:54,09:54,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Dec 26, 2016",KFPR,KMLB,14:01,14:43,0.67 hrs,0.42 hrs,63.84 nm,7.83 gal,11.72 gal/hr,0.12 gal/nm,4009 msl,147 kts
"Mon, Dec 26, 2016",,,13:55,13:56,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Dec 26, 2016",KMLB,KFPR,12:04,12:48,0.69 hrs,0.35 hrs,50.70 nm,7.04 gal,10.18 gal/hr,0.14 gal/nm,4008 msl,133 kts
"Mon, Dec 26, 2016",,,11:51,11:51,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Dec 26, 2016",KMLB,KMLB,11:47,11:48,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Dec 26, 2016",,,11:43,11:44,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Dec 26, 2016",KMLB,KMLB,11:38,11:40,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Dec 24, 2016",8S5,KMLB,12:34,15:01,2.31 hrs,2.07 hrs,328.61 nm,31.30 gal,13.55 gal/hr,0.10 gal/nm,10015 msl,150 kts
"Sat, Dec 24, 2016",,,12:18,12:18,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Dec 23, 2016",KGWW,8S5,14:54,16:22,1.39 hrs,1.20 hrs,184.56 nm,19.49 gal,14.02 gal/hr,0.11 gal/nm,8008 msl,146 kts
"Fri, Dec 23, 2016",KWST,KGWW,11:00,14:26,3.25 hrs,3.01 hrs,485.96 nm,48.17 gal,14.84 gal/hr,0.10 gal/nm,6046 msl,153 kts
"Fri, Dec 23, 2016",,,10:45,10:46,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Dec 22, 2016",KBED,KWST,17:47,18:38,0.82 hrs,0.46 hrs,77.18 nm,9.06 gal,11.03 gal/hr,0.12 gal/nm,4012 msl,159 kts
"Thu, Dec 22, 2016",,,17:38,17:39,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Dec 21, 2016",KPWM,KBED,14:05,14:46,0.65 hrs,0.51 hrs,84.83 nm,10.26 gal,15.87 gal/hr,0.12 gal/nm,4593 msl,157 kts
"Wed, Dec 21, 2016",KBED,KPWM,12:02,12:51,0.79 hrs,0.54 hrs,86.10 nm,10.99 gal,13.99 gal/hr,0.13 gal/nm,3817 msl,152 kts
