Date,Origin,Dest,Depart,Arrive,Hobbs,Flight Time,Flight Distance,Fuel,Fuel/hr,Fuel/nm,Altitude,Speed
"Sun, Feb 28, 2016",,,14:32,14:32,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Feb 22, 2016",KVYS,KBED,13:34,17:43,4 hrs,3.78 hrs,814.48 nm,72.73 gal,18.20 gal/hr,0.09 gal/nm,11082 msl,208 kts
"Mon, Feb 22, 2016",KHDN,KVYS,08:39,13:08,4.29 hrs,3.91 hrs,838.60 nm,75.90 gal,17.69 gal/hr,0.09 gal/nm,15015 msl,206 kts
"Mon, Feb 22, 2016",,,08:10,08:11,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Feb 10, 2016",KHDN,KHDN,18:27,18:35,0.14 hrs,0.00 hrs,0.00 nm,0.42 gal,3.13 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Feb 10, 2016",49Y,KHDN,13:24,18:15,4.67 hrs,4.41 hrs,697.82 nm,84.00 gal,17.98 gal/hr,0.12 gal/nm,15175 msl,153 kts
"Wed, Feb 10, 2016",,,13:00,13:01,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Feb 9, 2016",16G,49Y,19:10,21:58,2.7 hrs,2.53 hrs,439.46 nm,52.26 gal,19.37 gal/hr,0.12 gal/nm,16140 msl,168 kts
"Tue, Feb 9, 2016",KBED,16G,15:20,18:58,3.48 hrs,3.09 hrs,548.03 nm,62.22 gal,17.88 gal/hr,0.11 gal/nm,16099 msl,170 kts
"Tue, Feb 9, 2016",KBED,KBED,15:02,15:02,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Feb 6, 2016",,,19:45,19:46,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Feb 6, 2016",KBED,KBED,15:19,20:19,1.36 hrs,0.94 hrs,142.99 nm,16.84 gal,12.43 gal/hr,0.12 gal/nm,3205 msl,148 kts
"Wed, Feb 3, 2016",,,15:49,15:51,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Feb 3, 2016",,,13:06,13:07,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Jan 31, 2016",KBED,KBED,18:20,20:14,1.83 hrs,1.19 hrs,178.27 nm,22.02 gal,12.07 gal/hr,0.12 gal/nm,6012 msl,145 kts
"Sun, Jan 31, 2016",KBED,KBED,17:41,17:44,0.06 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Jan 22, 2016",,,13:55,18:57,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Jan 22, 2016",,,13:45,13:48,0.06 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Jan 22, 2016",,,13:38,13:44,0.11 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Jan 22, 2016",,,13:34,13:37,0.05 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Jan 22, 2016",,,07:05,10:06,3.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Jan 21, 2016",KBED,KBED,14:46,14:53,0.12 hrs,0.00 hrs,0.00 nm,0.39 gal,3.29 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Jan 19, 2016",KVYS,KBED,14:15,18:59,4.55 hrs,4.33 hrs,818.00 nm,83.65 gal,18.38 gal/hr,0.10 gal/nm,11010 msl,182 kts
"Tue, Jan 19, 2016",KHDN,KVYS,09:14,13:51,4.44 hrs,4.11 hrs,876.46 nm,79.99 gal,18.01 gal/hr,0.09 gal/nm,17138 msl,206 kts
"Tue, Jan 19, 2016",,,08:48,08:48,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Jan 15, 2016",,,19:48,19:49,0.02 hrs,0.00 hrs,0.00 nm,0.12 gal,5.09 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Jan 15, 2016",KHDN,KHDN,19:15,19:22,0.11 hrs,0.00 hrs,0.00 nm,0.34 gal,3.20 gal/hr,0.00 gal/nm,0 msl,0 kts
"Fri, Jan 15, 2016",KOFK,KHDN,15:37,18:48,3.09 hrs,2.92 hrs,483.55 nm,57.23 gal,18.50 gal/hr,0.12 gal/nm,15097 msl,161 kts
"Fri, Jan 15, 2016",KFDY,KOFK,11:07,15:21,4.08 hrs,3.82 hrs,632.51 nm,73.71 gal,18.07 gal/hr,0.12 gal/nm,12131 msl,160 kts
"Fri, Jan 15, 2016",KBED,KFDY,06:18,10:46,4.26 hrs,3.73 hrs,586.46 nm,75.17 gal,17.67 gal/hr,0.13 gal/nm,16018 msl,150 kts
"Fri, Jan 15, 2016",,,05:55,05:57,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Jan 14, 2016",,,16:45,16:52,0.12 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Jan 13, 2016",KBED,KBED,18:14,19:29,1.23 hrs,0.73 hrs,113.06 nm,14.27 gal,11.57 gal/hr,0.13 gal/nm,4225 msl,152 kts
"Wed, Jan 13, 2016",,,17:48,17:50,0.04 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Jan 9, 2016",,,18:03,18:03,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Jan 9, 2016",KBOS,KBED,16:55,17:33,0.62 hrs,0.36 hrs,48.77 nm,6.21 gal,9.98 gal/hr,0.13 gal/nm,3010 msl,134 kts
"Sat, Jan 9, 2016",KBGR,KBOS,14:57,16:36,1.59 hrs,1.35 hrs,207.48 nm,24.24 gal,15.30 gal/hr,0.12 gal/nm,8008 msl,147 kts
"Sat, Jan 9, 2016",KBED,KBGR,14:12,19:12,1.37 hrs,1.08 hrs,193.11 nm,14.39 gal,10.54 gal/hr,0.07 gal/nm,9017 msl,173 kts
"Thu, Jan 7, 2016",,,17:31,17:32,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Jan 7, 2016",,,17:30,17:30,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Jan 7, 2016",,,17:27,17:29,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Jan 7, 2016",,,17:03,17:04,0.03 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Jan 6, 2016",KBED,KBED,16:24,22:41,1.25 hrs,0.70 hrs,99.40 nm,12.91 gal,10.34 gal/hr,0.13 gal/nm,6506 msl,140 kts
"Sat, Jan 2, 2016",,,17:11,17:11,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Jan 2, 2016",KBED,KBED,12:34,17:34,2.29 hrs,1.96 hrs,320.45 nm,34.18 gal,14.95 gal/hr,0.11 gal/nm,4519 msl,156 kts
"Thu, Dec 31, 2015",KBED,KBED,09:42,15:34,0.85 hrs,0.52 hrs,73.57 nm,23.15 gal,27.34 gal/hr,0.31 gal/nm,5530 msl,139 kts
"Thu, Dec 31, 2015",,,09:10,09:11,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Dec 30, 2015",KBED,KBED,14:57,15:14,0.28 hrs,0.00 hrs,0.00 nm,1.38 gal,4.94 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Dec 23, 2015",,,15:48,15:48,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Dec 22, 2015",,,17:08,17:09,0 hrs,0.00 hrs,0.00 nm,0.03 gal,8.61 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Dec 22, 2015",,,14:46,14:46,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Tue, Dec 22, 2015",KBED,KBED,11:22,11:34,0.2 hrs,0.00 hrs,0.00 nm,1.20 gal,5.97 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Dec 21, 2015",KGWW,KBED,14:44,17:39,2.78 hrs,2.56 hrs,576.58 nm,51.73 gal,18.59 gal/hr,0.09 gal/nm,11050 msl,214 kts
"Mon, Dec 21, 2015",KLEE,KGWW,11:50,14:26,2.52 hrs,2.21 hrs,464.72 nm,44.64 gal,17.70 gal/hr,0.10 gal/nm,11049 msl,203 kts
"Thu, Dec 17, 2015",KGWW,KLEE,14:04,17:40,3.45 hrs,3.24 hrs,467.13 nm,63.60 gal,18.43 gal/hr,0.14 gal/nm,10043 msl,138 kts
"Thu, Dec 17, 2015",KBED,KGWW,08:41,13:29,4.61 hrs,4.09 hrs,566.07 nm,80.87 gal,17.54 gal/hr,0.14 gal/nm,10047 msl,133 kts
"Thu, Dec 17, 2015",,,08:19,08:19,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Dec 14, 2015",KBED,KBED,16:00,16:01,0.02 hrs,0.00 hrs,0.00 nm,0.06 gal,2.76 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Dec 14, 2015",,,14:33,14:48,0.25 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Dec 14, 2015",,,14:20,14:22,0.04 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Dec 14, 2015",,,13:58,13:59,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.03 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Dec 14, 2015",,,12:39,12:41,0.04 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Mon, Dec 14, 2015",,,11:11,11:11,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Dec 13, 2015",,,09:51,09:52,0.02 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Dec 9, 2015",,,15:25,15:28,0.05 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Dec 9, 2015",,,12:24,12:25,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sun, Dec 6, 2015",KPSM,KBED,18:46,19:30,0.71 hrs,0.35 hrs,46.13 nm,7.20 gal,10.11 gal/hr,0.16 gal/nm,3008 msl,130 kts
"Sun, Dec 6, 2015",KBAF,KPSM,15:46,16:40,0.87 hrs,0.62 hrs,108.19 nm,11.69 gal,13.41 gal/hr,0.11 gal/nm,5007 msl,169 kts
"Sun, Dec 6, 2015",KPVD,KBAF,14:33,15:22,0.79 hrs,0.54 hrs,78.69 nm,10.58 gal,13.48 gal/hr,0.13 gal/nm,6010 msl,140 kts
"Sun, Dec 6, 2015",,,12:37,12:38,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Sat, Dec 5, 2015",KBAF,KPVD,17:00,17:42,0.67 hrs,0.48 hrs,76.07 nm,9.28 gal,13.81 gal/hr,0.12 gal/nm,5018 msl,152 kts
"Sat, Dec 5, 2015",KOQU,KBAF,15:45,16:32,0.76 hrs,0.51 hrs,76.71 nm,10.45 gal,13.78 gal/hr,0.14 gal/nm,6009 msl,144 kts
"Fri, Dec 4, 2015",N99,KOQU,13:43,15:47,1.98 hrs,1.57 hrs,274.39 nm,28.38 gal,14.31 gal/hr,0.10 gal/nm,7004 msl,166 kts
"Fri, Dec 4, 2015",,,13:29,13:29,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Thu, Dec 3, 2015",KJWN,N99,15:26,19:06,3.52 hrs,3.22 hrs,620.79 nm,58.04 gal,16.50 gal/hr,0.09 gal/nm,15064 msl,185 kts
"Thu, Dec 3, 2015",,,15:05,15:05,0 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
"Wed, Dec 2, 2015",KCHO,KJWN,16:17,20:08,3.74 hrs,3.47 hrs,461.66 nm,58.36 gal,15.62 gal/hr,0.13 gal/nm,10100 msl,130 kts
"Tue, Dec 1, 2015",KBED,KCHO,13:30,17:22,3.74 hrs,3.37 hrs,481.24 nm,55.61 gal,14.85 gal/hr,0.12 gal/nm,6084 msl,138 kts
"Tue, Dec 1, 2015",KBED,KBED,13:17,13:17,0.01 hrs,0.00 hrs,0.00 nm,0.00 gal,0.00 gal/hr,0.00 gal/nm,0 msl,0 kts
